Datasource,Campaign,Daily,Clicks,Impressions
Twitter Ads,DE|SN|Brand,09/05/19,7,13
Twitter Ads,DE|SN|Brand,09/08/19,6,14
Twitter Ads,DE|SN|Brand,09/11/19,2,11
Twitter Ads,DE|SN|Brand,09/14/19,3,7
Twitter Ads,DE|SN|Brand,09/17/19,8,15
Twitter Ads,DE|SN|Brand,09/20/19,4,12
Twitter Ads,DE|SN|Brand,09/23/19,4,16
Twitter Ads,DE|SN|Brand,09/26/19,10,19
Twitter Ads,DE|SN|Brand,09/29/19,3,13
Twitter Ads,DE|SN|Brand,10/02/19,5,14
Twitter Ads,DE|SN|Brand,10/05/19,4,12
Twitter Ads,DE|SN|Brand,10/08/19,6,13
Twitter Ads,DE|SN|Brand,10/11/19,3,9
Twitter Ads,DE|SN|Brand,10/14/19,6,19
Twitter Ads,DE|SN|Brand,10/17/19,11,14
Twitter Ads,DE|SN|Brand,10/20/19,6,13
Twitter Ads,DE|SN|Brand,10/23/19,8,14
Twitter Ads,DE|SN|Brand,10/26/19,4,13
Twitter Ads,DE|SN|Brand,10/29/19,11,21
Twitter Ads,DE|SN|Brand,11/01/19,3,8
Twitter Ads,DE|SN|Brand,11/04/19,6,13
Twitter Ads,DE|SN|Brand,11/07/19,5,8
Twitter Ads,DE|SN|Brand,11/10/19,8,19
Twitter Ads,DE|SN|Brand,11/13/19,3,7
Twitter Ads,DE|SN|Brand,11/16/19,6,15
Twitter Ads,DE|SN|Brand,11/19/19,7,12
Twitter Ads,DE|SN|Brand,11/22/19,8,14
Twitter Ads,DE|SN|Brand,11/25/19,4,15
Twitter Ads,DE|SN|Brand,11/28/19,5,11
Twitter Ads,DE|SN|Brand,12/01/19,8,13
Twitter Ads,DE|SN|Brand,12/04/19,7,18
Twitter Ads,DE|SN|Brand,12/07/19,2,14
Twitter Ads,DE|SN|Brand,12/10/19,11,31
Twitter Ads,DE|SN|Brand,12/13/19,15,28
Twitter Ads,DE|SN|Brand,12/16/19,20,45
Twitter Ads,DE|SN|Brand,12/19/19,18,46
Twitter Ads,DE|SN|Brand,12/22/19,11,28
Twitter Ads,DE|SN|Brand,12/25/19,9,20
Twitter Ads,DE|SN|Brand,12/28/19,10,45
Twitter Ads,DE|SN|Brand,12/31/19,7,21
Twitter Ads,DE|SN|Longboard|Generisch,01/26/19,59,683
Twitter Ads,DE|SN|Longboard|Generisch,01/29/19,53,574
Twitter Ads,DE|SN|Longboard|Generisch,02/01/19,16,355
Twitter Ads,DE|SN|Longboard|Generisch,02/04/19,55,615
Twitter Ads,DE|SN|Longboard|Generisch,02/07/19,36,434
Twitter Ads,DE|SN|Longboard|Generisch,02/10/19,76,967
Twitter Ads,DE|SN|Longboard|Generisch,02/13/19,34,510
Twitter Ads,DE|SN|Skate|Generisch,01/02/19,12,312
Twitter Ads,DE|SN|Skate|Generisch,01/05/19,12,422
Twitter Ads,DE|SN|Skate|Generisch,01/08/19,18,449
Twitter Ads,DE|SN|Skate|Generisch,01/11/19,23,500
Twitter Ads,DE|SN|Skate|Generisch,01/14/19,27,500
Twitter Ads,DE|SN|Skate|Generisch,01/17/19,26,452
Twitter Ads,DE|SN|Skate|Generisch,01/20/19,26,552
Twitter Ads,DE|SN|Skate|Generisch,01/23/19,32,650
Twitter Ads,DE|SN|Skate|Generisch,01/26/19,56,967
Twitter Ads,DE|SN|Skate|Generisch,01/29/19,42,773
Twitter Ads,DE|SN|Skate|Generisch,02/01/19,47,707
Twitter Ads,DE|SN|Skate|Generisch,02/04/19,50,732
Twitter Ads,DE|SN|Skate|Generisch,02/07/19,45,662
Twitter Ads,DE|SN|Skate|Generisch,02/10/19,48,801
Twitter Ads,DE|SN|Skate|Generisch,02/13/19,36,634
Twitter Ads,DE|SN|Skate|Generisch,12/17/19,0,27
Twitter Ads,DE|SN|Skate|Generisch,12/20/19,3,237
Twitter Ads,DE|SN|Skate|Generisch,12/23/19,5,240
Twitter Ads,DE|SN|Skate|Generisch,12/26/19,12,379
Twitter Ads,DE|SN|Skate|Generisch,12/29/19,5,335
Twitter Ads,DE|SN|Skullcandy,01/24/19,6,78
Twitter Ads,DE|SN|Skullcandy,01/27/19,6,135
Twitter Ads,DE|SN|Skullcandy,01/30/19,6,139
Twitter Ads,DE|SN|Skullcandy,02/02/19,11,93
Twitter Ads,DE|SN|Skullcandy,02/05/19,8,114
Twitter Ads,DE|SN|Skullcandy,02/08/19,4,90
Twitter Ads,DE|SN|Skullcandy,02/11/19,9,112
Twitter Ads,DE|SN|Skullcandy,02/14/19,2,35
Twitter Ads,DE|SN|Snow Bindungen|Brands,01/26/19,0,50
Twitter Ads,DE|SN|Snow Bindungen|Brands,01/29/19,1,42
Twitter Ads,DE|SN|Snow Bindungen|Brands,02/01/19,0,43
Twitter Ads,DE|SN|Snow Bindungen|Brands,02/04/19,1,51
Twitter Ads,DE|SN|Snow Bindungen|Brands,02/07/19,1,19
Twitter Ads,DE|SN|Snow Bindungen|Brands,02/10/19,1,38
Twitter Ads,DE|SN|Snow Bindungen|Brands,02/13/19,1,26
Twitter Ads,DE|SN|Snowboard|Generisch,01/22/19,9,61
Twitter Ads,DE|SN|Snowboard|Generisch,01/25/19,60,858
Twitter Ads,DE|SN|Snowboard|Generisch,01/28/19,131,1591
Twitter Ads,DE|SN|Snowboard|Generisch,01/31/19,143,1702
Twitter Ads,DE|SN|Snowboard|Generisch,02/03/19,166,2053
Twitter Ads,DE|SN|Snowboard|Generisch,02/06/19,182,2088
Twitter Ads,DE|SN|Snowboard|Generisch,02/09/19,199,2414
Twitter Ads,DE|SN|Snowboard|Generisch,02/12/19,162,2730
Twitter Ads,DE|SN|Snowboards|Brands,01/01/19,4,147
Twitter Ads,DE|SN|Snowboards|Brands,01/04/19,14,273
Twitter Ads,DE|SN|Snowboards|Brands,01/07/19,4,208
Twitter Ads,DE|SN|Snowboards|Brands,01/10/19,2,162
Twitter Ads,DE|SN|Snowboards|Brands,01/13/19,12,211
Twitter Ads,DE|SN|Snowboards|Brands,01/16/19,1,158
Twitter Ads,DE|SN|Snowboards|Brands,01/19/19,7,192
Twitter Ads,DE|SN|Snowboards|Brands,01/22/19,7,272
Twitter Ads,DE|SN|Snowboards|Brands,01/25/19,8,176
Twitter Ads,DE|SN|Snowboards|Brands,01/28/19,17,274
Twitter Ads,DE|SN|Snowboards|Brands,01/31/19,5,178
Twitter Ads,DE|SN|Snowboards|Brands,02/03/19,8,248
Twitter Ads,DE|SN|Snowboards|Brands,02/06/19,4,165
Twitter Ads,DE|SN|Snowboards|Brands,02/09/19,26,331
Twitter Ads,DE|SN|Snowboards|Brands,02/12/19,10,147
Twitter Ads,DE|SN|Snowboards|Brands,12/17/19,6,167
Twitter Ads,DE|SN|Snowboards|Brands,12/20/19,12,230
Twitter Ads,DE|SN|Snowboards|Brands,12/23/19,6,212
Twitter Ads,DE|SN|Snowboards|Brands,12/26/19,4,206
Twitter Ads,DE|SN|Snowboards|Brands,12/29/19,10,233
Twitter Ads,DE|SN|Snow Helme|Brands,01/24/19,0,3
Twitter Ads,DE|SN|Snow Helme|Brands,01/27/19,2,7
Twitter Ads,DE|SN|Snow Helme|Brands,01/30/19,3,22
Twitter Ads,DE|SN|Snow Helme|Brands,02/02/19,2,17
Twitter Ads,DE|SN|Snow Helme|Brands,02/05/19,1,15
Twitter Ads,DE|SN|Snow Helme|Brands,02/08/19,1,14
Twitter Ads,DE|SN|Snow Helme|Brands,02/11/19,1,36
Twitter Ads,DE|SN|Snow Hosen|Brands,01/16/19,0,5
Twitter Ads,DE|SN|Snow Hosen|Brands,01/19/19,0,10
Twitter Ads,DE|SN|Snow Hosen|Brands,01/22/19,0,5
Twitter Ads,DE|SN|Snow Hosen|Brands,01/26/19,0,11
Twitter Ads,DE|SN|Snow Hosen|Brands,01/29/19,0,5
Twitter Ads,DE|SN|Snow Hosen|Brands,02/01/19,1,5
Twitter Ads,DE|SN|Snow Hosen|Brands,02/05/19,0,5
Twitter Ads,DE|SN|Snow Hosen|Brands,02/09/19,0,12
Twitter Ads,DE|SN|Snow Hosen|Brands,02/12/19,0,8
Twitter Ads,DE|SN|Snow Jacken,01/25/19,1,19
Twitter Ads,DE|SN|Snow Jacken,01/28/19,0,16
Twitter Ads,DE|SN|Snow Jacken,01/31/19,0,10
Twitter Ads,DE|SN|Snow Jacken,02/03/19,1,33
Twitter Ads,DE|SN|Snow Jacken,02/06/19,0,16
Twitter Ads,DE|SN|Snow Jacken,02/09/19,3,43
Twitter Ads,DE|SN|Snow Jacken,02/12/19,2,35
Twitter Ads,DE|SN|Snow Schuhe|Brands,01/24/19,2,69
Twitter Ads,DE|SN|Snow Schuhe|Brands,01/27/19,1,76
Twitter Ads,DE|SN|Snow Schuhe|Brands,01/30/19,1,56
Twitter Ads,DE|SN|Snow Schuhe|Brands,02/02/19,2,62
Twitter Ads,DE|SN|Snow Schuhe|Brands,02/05/19,2,63
Twitter Ads,DE|SN|Snow Schuhe|Brands,02/08/19,2,49
Twitter Ads,DE|SN|Snow Schuhe|Brands,02/11/19,0,22
Twitter Ads,DE|SN|Snow Schuhe|Brands,02/14/19,0,8
Twitter Ads,DE|SN|Splitboard|Brands,01/26/19,0,22
Twitter Ads,DE|SN|Splitboard|Brands,01/29/19,0,21
Twitter Ads,DE|SN|Splitboard|Brands,02/01/19,0,7
Twitter Ads,DE|SN|Splitboard|Brands,02/04/19,0,4
Twitter Ads,DE|SN|Splitboard|Brands,02/07/19,0,9
Twitter Ads,DE|SN|Splitboard|Brands,02/10/19,0,3
Twitter Ads,DE|SN|Splitboard|Brands,02/13/19,0,9
Twitter Ads,DE|SN|Wear|Brands,01/03/19,6,25
Twitter Ads,DE|SN|Wear|Brands,01/06/19,0,22
Twitter Ads,DE|SN|Wear|Brands,01/09/19,7,43
Twitter Ads,DE|SN|Wear|Brands,01/12/19,4,43
Twitter Ads,DE|SN|Wear|Brands,01/15/19,2,35
Twitter Ads,DE|SN|Wear|Brands,01/18/19,0,20
Twitter Ads,DE|SN|Wear|Brands,01/21/19,1,23
Twitter Ads,DE|SN|Wear|Brands,01/24/19,1,5
Twitter Ads,DE|SN|Wear|Brands,01/27/19,2,45
Twitter Ads,DE|SN|Wear|Brands,01/30/19,0,16
Twitter Ads,DE|SN|Wear|Brands,02/02/19,0,20
Twitter Ads,DE|SN|Wear|Brands,02/05/19,2,24
Twitter Ads,DE|SN|Wear|Brands,02/08/19,2,14
Twitter Ads,DE|SN|Wear|Brands,02/11/19,1,22
Twitter Ads,DE|SN|Wear|Brands,10/08/19,2,43
Twitter Ads,DE|SN|Wear|Brands,10/11/19,8,124
Twitter Ads,DE|SN|Wear|Brands,10/14/19,15,123
Twitter Ads,DE|SN|Wear|Brands,10/17/19,14,125
Twitter Ads,DE|SN|Wear|Brands,10/20/19,7,89
Twitter Ads,DE|SN|Wear|Brands,12/12/19,1,9
Twitter Ads,DE|SN|Wear|Brands,12/15/19,1,7
Twitter Ads,DE|SN|Wear|Brands,12/18/19,0,9
Twitter Ads,DE|SN|Wear|Brands,12/21/19,1,39
Twitter Ads,DE|SN|Wear|Brands,12/24/19,3,45
Twitter Ads,DE|SN|Wear|Brands,12/27/19,3,42
Twitter Ads,DE|SN|Wear|Brands,12/30/19,1,37
Twitter Ads,DE | SP Gadgets,01/02/19,74,1292
Twitter Ads,DE | SP Gadgets,01/05/19,91,1229
Twitter Ads,DE | SP Gadgets,01/08/19,73,1111
Twitter Ads,DE | SP Gadgets,01/11/19,65,906
Twitter Ads,DE | SP Gadgets,01/14/19,45,945
Twitter Ads,DE | SP Gadgets,01/17/19,48,748
Twitter Ads,DE | SP Gadgets,01/20/19,59,881
Twitter Ads,DE | SP Gadgets,01/23/19,64,912
Twitter Ads,DE | SP Gadgets,01/26/19,68,975
Twitter Ads,DE | SP Gadgets,01/29/19,57,907
Twitter Ads,DE | SP Gadgets,02/01/19,49,862
Twitter Ads,DE | SP Gadgets,02/04/19,65,927
Twitter Ads,DE | SP Gadgets,02/07/19,61,811
Twitter Ads,DE | SP Gadgets,02/10/19,47,935
Twitter Ads,DE | SP Gadgets,02/13/19,52,770
Twitter Ads,DE | SP Gadgets,08/29/19,15,206
Twitter Ads,DE | SP Gadgets,09/01/19,12,126
Twitter Ads,DE | SP Gadgets,09/04/19,26,187
Twitter Ads,DE | SP Gadgets,09/07/19,6,124
Twitter Ads,DE | SP Gadgets,09/10/19,17,251
Twitter Ads,DE | SP Gadgets,09/13/19,14,153
Twitter Ads,DE | SP Gadgets,09/16/19,13,188
Twitter Ads,DE | SP Gadgets,09/19/19,16,389
Twitter Ads,DE | SP Gadgets,09/22/19,34,509
Twitter Ads,DE | SP Gadgets,09/25/19,40,621
Twitter Ads,DE | SP Gadgets,09/28/19,18,466
Twitter Ads,DE | SP Gadgets,10/01/19,30,588
Twitter Ads,DE | SP Gadgets,10/04/19,30,541
Twitter Ads,DE | SP Gadgets,10/07/19,33,494
Twitter Ads,DE | SP Gadgets,10/10/19,28,444
Twitter Ads,DE | SP Gadgets,10/13/19,31,424
Twitter Ads,DE | SP Gadgets,10/16/19,28,420
Twitter Ads,DE | SP Gadgets,10/19/19,30,553
Twitter Ads,DE | SP Gadgets,10/22/19,31,472
Twitter Ads,DE | SP Gadgets,10/25/19,27,638
Twitter Ads,DE | SP Gadgets,10/28/19,31,559
Twitter Ads,DE | SP Gadgets,10/31/19,32,490
Twitter Ads,DE | SP Gadgets,11/03/19,37,403
Twitter Ads,DE | SP Gadgets,11/06/19,25,442
Twitter Ads,DE | SP Gadgets,11/09/19,29,534
Twitter Ads,DE | SP Gadgets,11/12/19,30,566
Twitter Ads,DE | SP Gadgets,11/15/19,27,444
Twitter Ads,DE | SP Gadgets,11/18/19,34,551
Twitter Ads,DE | SP Gadgets,11/21/19,31,592
Twitter Ads,DE | SP Gadgets,11/26/19,36,506
Twitter Ads,DE | SP Gadgets,11/29/19,53,899
Twitter Ads,DE | SP Gadgets,12/02/19,62,1047
Twitter Ads,DE | SP Gadgets,12/05/19,46,921
Twitter Ads,DE | SP Gadgets,12/08/19,73,1234
Twitter Ads,DE | SP Gadgets,12/11/19,37,1120
Twitter Ads,DE | SP Gadgets,12/14/19,53,960
Twitter Ads,DE | SP Gadgets,12/17/19,71,1378
Twitter Ads,DE | SP Gadgets,12/20/19,60,984
Twitter Ads,DE | SP Gadgets,12/23/19,76,974
Twitter Ads,DE | SP Gadgets,12/26/19,82,1700
Twitter Ads,DE | SP Gadgets,12/29/19,90,1364
Twitter Ads,EN | SP Gadgets,01/01/19,22,510
Twitter Ads,EN | SP Gadgets,01/04/19,31,641
Twitter Ads,EN | SP Gadgets,01/07/19,24,600
Twitter Ads,EN | SP Gadgets,01/10/19,18,418
Twitter Ads,EN | SP Gadgets,01/13/19,24,553
Twitter Ads,EN | SP Gadgets,01/16/19,17,456
Twitter Ads,EN | SP Gadgets,01/19/19,19,653
Twitter Ads,EN | SP Gadgets,01/22/19,12,397
Twitter Ads,EN | SP Gadgets,01/25/19,18,546
Twitter Ads,EN | SP Gadgets,01/28/19,20,427
Twitter Ads,EN | SP Gadgets,01/31/19,21,414
Twitter Ads,EN | SP Gadgets,02/03/19,23,454
Twitter Ads,EN | SP Gadgets,02/06/19,14,432
Twitter Ads,EN | SP Gadgets,02/09/19,17,569
Twitter Ads,EN | SP Gadgets,02/12/19,27,419
Twitter Ads,EN | SP Gadgets,08/28/19,12,431
Twitter Ads,EN | SP Gadgets,08/31/19,12,323
Twitter Ads,EN | SP Gadgets,09/03/19,20,680
Twitter Ads,EN | SP Gadgets,09/06/19,16,354
Twitter Ads,EN | SP Gadgets,09/09/19,20,524
Twitter Ads,EN | SP Gadgets,09/12/19,7,457
Twitter Ads,EN | SP Gadgets,09/15/19,10,313
Twitter Ads,EN | SP Gadgets,09/18/19,12,259
Twitter Ads,EN | SP Gadgets,09/21/19,16,243
Twitter Ads,EN | SP Gadgets,09/24/19,8,295
Twitter Ads,EN | SP Gadgets,09/27/19,8,280
Twitter Ads,EN | SP Gadgets,09/30/19,9,275
Twitter Ads,EN | SP Gadgets,10/03/19,5,189
Twitter Ads,EN | SP Gadgets,10/06/19,8,139
Twitter Ads,EN | SP Gadgets,10/09/19,5,221
Twitter Ads,EN | SP Gadgets,10/12/19,2,151
Twitter Ads,EN | SP Gadgets,10/15/19,6,213
Twitter Ads,EN | SP Gadgets,10/18/19,10,256
Twitter Ads,EN | SP Gadgets,10/21/19,4,226
Twitter Ads,EN | SP Gadgets,10/24/19,6,177
Twitter Ads,EN | SP Gadgets,10/27/19,6,184
Twitter Ads,EN | SP Gadgets,10/30/19,8,250
Twitter Ads,EN | SP Gadgets,11/02/19,6,249
Twitter Ads,EN | SP Gadgets,11/05/19,9,145
Twitter Ads,EN | SP Gadgets,11/08/19,8,251
Twitter Ads,EN | SP Gadgets,11/11/19,15,234
Twitter Ads,EN | SP Gadgets,11/14/19,8,261
Twitter Ads,EN | SP Gadgets,11/17/19,14,224
Twitter Ads,EN | SP Gadgets,11/20/19,15,271
Twitter Ads,EN | SP Gadgets,11/25/19,16,257
Twitter Ads,EN | SP Gadgets,11/28/19,25,441
Twitter Ads,EN | SP Gadgets,12/01/19,23,524
Twitter Ads,EN | SP Gadgets,12/04/19,22,466
Twitter Ads,EN | SP Gadgets,12/07/19,9,416
Twitter Ads,EN | SP Gadgets,12/10/19,29,546
Twitter Ads,EN | SP Gadgets,12/13/19,21,424
Twitter Ads,EN | SP Gadgets,12/16/19,22,570
Twitter Ads,EN | SP Gadgets,12/19/19,17,393
Twitter Ads,EN | SP Gadgets,12/22/19,19,375
Twitter Ads,EN | SP Gadgets,12/25/19,34,976
Twitter Ads,EN | SP Gadgets,12/28/19,29,696
Twitter Ads,EN | SP Gadgets,12/31/19,11,427
Twitter Ads,Freundschaftswerbung,01/03/19,11,395
Twitter Ads,Freundschaftswerbung,01/06/19,5,170
Twitter Ads,Freundschaftswerbung,01/09/19,14,253
Twitter Ads,Freundschaftswerbung,01/12/19,8,150
Twitter Ads,Freundschaftswerbung,01/15/19,17,274
Twitter Ads,Freundschaftswerbung,01/18/19,9,210
Twitter Ads,Freundschaftswerbung,01/21/19,20,230
Twitter Ads,Freundschaftswerbung,01/24/19,15,207
Twitter Ads,Freundschaftswerbung,01/27/19,13,220
Twitter Ads,Freundschaftswerbung,01/30/19,13,190
Twitter Ads,Freundschaftswerbung,02/02/19,5,112
Twitter Ads,Freundschaftswerbung,02/05/19,29,1133
Twitter Ads,Freundschaftswerbung,02/08/19,21,1048
Twitter Ads,Freundschaftswerbung,02/11/19,17,1127
Twitter Ads,Freundschaftswerbung,02/14/19,20,456
Twitter Ads,Freundschaftswerbung,02/17/19,9,313
Twitter Ads,Freundschaftswerbung,02/20/19,13,295
Twitter Ads,Freundschaftswerbung,02/23/19,12,233
Twitter Ads,Freundschaftswerbung,02/26/19,14,315
Twitter Ads,Freundschaftswerbung,03/01/19,30,548
Twitter Ads,Freundschaftswerbung,03/04/19,14,429
Twitter Ads,Freundschaftswerbung,03/07/19,15,395
Twitter Ads,Freundschaftswerbung,03/10/19,12,299
Twitter Ads,Freundschaftswerbung,03/13/19,17,335
Twitter Ads,Freundschaftswerbung,03/16/19,10,278
Twitter Ads,Freundschaftswerbung,03/19/19,19,463
Twitter Ads,Freundschaftswerbung,03/22/19,17,283
Twitter Ads,Freundschaftswerbung,03/25/19,22,281
Twitter Ads,Freundschaftswerbung,03/28/19,11,227
Twitter Ads,Freundschaftswerbung,03/31/19,13,158
Twitter Ads,Freundschaftswerbung,04/03/19,11,193
Twitter Ads,Freundschaftswerbung,04/06/19,10,188
Twitter Ads,Freundschaftswerbung,04/09/19,10,210
Twitter Ads,Freundschaftswerbung,04/12/19,15,235
Twitter Ads,Freundschaftswerbung,04/15/19,17,217
Twitter Ads,Freundschaftswerbung,04/18/19,23,188
Twitter Ads,Freundschaftswerbung,04/21/19,12,173
Twitter Ads,Freundschaftswerbung,04/24/19,17,248
Twitter Ads,Freundschaftswerbung,04/27/19,10,152
Twitter Ads,Freundschaftswerbung,04/30/19,12,214
Twitter Ads,Freundschaftswerbung,05/03/19,16,251
Twitter Ads,Freundschaftswerbung,05/06/19,17,222
Twitter Ads,Freundschaftswerbung,05/09/19,9,203
Twitter Ads,Freundschaftswerbung,05/12/19,3,173
Twitter Ads,Freundschaftswerbung,05/15/19,21,276
Twitter Ads,Freundschaftswerbung,05/18/19,11,189
Twitter Ads,Freundschaftswerbung,05/21/19,16,348
Twitter Ads,Freundschaftswerbung,05/24/19,22,256
Twitter Ads,Freundschaftswerbung,05/27/19,8,160
Twitter Ads,Freundschaftswerbung,05/30/19,18,235
Twitter Ads,Freundschaftswerbung,06/02/19,28,273
Twitter Ads,Freundschaftswerbung,06/05/19,16,305
Twitter Ads,Freundschaftswerbung,06/08/19,14,157
Twitter Ads,Freundschaftswerbung,06/11/19,16,249
Twitter Ads,Freundschaftswerbung,06/14/19,6,86
Twitter Ads,Freundschaftswerbung,06/17/19,4,55
Twitter Ads,Freundschaftswerbung,06/20/19,13,156
Twitter Ads,Freundschaftswerbung,06/23/19,6,36
Twitter Ads,Freundschaftswerbung,06/26/19,15,151
Twitter Ads,Freundschaftswerbung,06/29/19,10,61
Twitter Ads,Freundschaftswerbung,07/02/19,14,168
Twitter Ads,Freundschaftswerbung,07/05/19,6,91
Twitter Ads,Freundschaftswerbung,07/08/19,7,34
Twitter Ads,Freundschaftswerbung,07/11/19,6,81
Twitter Ads,Freundschaftswerbung,07/14/19,8,73
Twitter Ads,Freundschaftswerbung,07/17/19,18,153
Twitter Ads,Freundschaftswerbung,07/20/19,12,131
Twitter Ads,Freundschaftswerbung,07/23/19,14,165
Twitter Ads,Freundschaftswerbung,07/26/19,13,114
Twitter Ads,Freundschaftswerbung,07/29/19,5,49
Twitter Ads,Freundschaftswerbung,08/01/19,10,142
Twitter Ads,Freundschaftswerbung,08/04/19,11,86
Twitter Ads,Freundschaftswerbung,08/07/19,4,211
Twitter Ads,Freundschaftswerbung,08/10/19,10,136
Twitter Ads,Freundschaftswerbung,08/13/19,18,195
Twitter Ads,Freundschaftswerbung,08/16/19,11,172
Twitter Ads,Freundschaftswerbung,08/19/19,9,122
Twitter Ads,Freundschaftswerbung,08/22/19,12,185
Twitter Ads,Freundschaftswerbung,08/25/19,9,140
Twitter Ads,Freundschaftswerbung,08/28/19,18,290
Twitter Ads,Freundschaftswerbung,08/31/19,16,226
Twitter Ads,Freundschaftswerbung,09/03/19,11,286
Twitter Ads,Freundschaftswerbung,09/06/19,21,279
Twitter Ads,Freundschaftswerbung,09/09/19,7,162
Twitter Ads,Freundschaftswerbung,09/12/19,20,254
Twitter Ads,Freundschaftswerbung,09/15/19,3,138
Twitter Ads,Freundschaftswerbung,09/18/19,8,248
Twitter Ads,Freundschaftswerbung,09/21/19,8,204
Twitter Ads,Freundschaftswerbung,09/24/19,16,265
Twitter Ads,Freundschaftswerbung,09/27/19,6,236
Twitter Ads,Freundschaftswerbung,09/30/19,18,204
Twitter Ads,Freundschaftswerbung,10/03/19,17,145
Twitter Ads,Freundschaftswerbung,10/06/19,10,67
Twitter Ads,Freundschaftswerbung,10/09/19,9,110
Twitter Ads,Freundschaftswerbung,10/12/19,8,71
Twitter Ads,Freundschaftswerbung,10/15/19,11,62
Twitter Ads,Freundschaftswerbung,10/18/19,8,90
Twitter Ads,Freundschaftswerbung,10/21/19,6,81
Twitter Ads,Freundschaftswerbung,10/24/19,17,105
Twitter Ads,Freundschaftswerbung,10/27/19,4,61
Twitter Ads,Freundschaftswerbung,10/30/19,9,113
Twitter Ads,Freundschaftswerbung,11/02/19,13,158
Twitter Ads,Freundschaftswerbung,11/05/19,18,128
Twitter Ads,Freundschaftswerbung,11/08/19,5,108
Twitter Ads,Freundschaftswerbung,11/11/19,21,157
Twitter Ads,Freundschaftswerbung,11/14/19,16,158
Twitter Ads,Freundschaftswerbung,11/17/19,17,111
Twitter Ads,Freundschaftswerbung,11/20/19,14,133
Twitter Ads,Freundschaftswerbung,11/23/19,8,105
Twitter Ads,Freundschaftswerbung,11/26/19,20,158
Twitter Ads,Freundschaftswerbung,11/29/19,12,116
Twitter Ads,Freundschaftswerbung,12/02/19,23,265
Twitter Ads,Freundschaftswerbung,12/05/19,24,289
Twitter Ads,Freundschaftswerbung,12/08/19,27,212
Twitter Ads,Freundschaftswerbung,12/11/19,32,358
Twitter Ads,Freundschaftswerbung,12/14/19,18,220
Twitter Ads,Freundschaftswerbung,12/17/19,40,391
Twitter Ads,Freundschaftswerbung,12/20/19,30,276
Twitter Ads,Freundschaftswerbung,12/23/19,33,243
Twitter Ads,Freundschaftswerbung,12/26/19,23,241
Twitter Ads,Freundschaftswerbung,12/29/19,31,237
Twitter Ads,Freundschaftswerbung,01/01/20,23,110
Twitter Ads,Freundschaftswerbung,01/04/20,61,258
Twitter Ads,Freundschaftswerbung,01/07/20,76,322
Twitter Ads,Freundschaftswerbung,01/10/20,36,148
Twitter Ads,Freundschaftswerbung,01/13/20,56,213
Twitter Ads,Freundschaftswerbung,01/16/20,41,159
Twitter Ads,Freundschaftswerbung,01/19/20,29,111
Twitter Ads,Freundschaftswerbung,01/22/20,27,171
Twitter Ads,Freundschaftswerbung,01/25/20,23,92
Twitter Ads,Freundschaftswerbung,01/28/20,47,214
Twitter Ads,Freundschaftswerbung,01/31/20,33,157
Twitter Ads,Freundschaftswerbung,02/03/20,49,192
Twitter Ads,Freundschaftswerbung,02/06/20,29,147
Twitter Ads,Freundschaftswerbung,02/09/20,25,133
Twitter Ads,Freundschaftswerbung,02/12/20,24,117
Twitter Ads,Führerschein-Test,01/01/19,55,1178
Twitter Ads,Führerschein-Test,04/02/19,73,877
Twitter Ads,Führerschein-Test,04/05/19,66,1016
Twitter Ads,Führerschein-Test,04/08/19,79,1049
Twitter Ads,Führerschein-Test,04/11/19,62,870
Twitter Ads,Führerschein-Test,04/14/19,54,1102
Twitter Ads,Führerschein-Test,04/17/19,67,716
Twitter Ads,Führerschein-Test,04/20/19,57,796
Twitter Ads,Führerschein-Test,04/23/19,84,1069
Twitter Ads,Führerschein-Test,04/26/19,66,1166
Twitter Ads,Führerschein-Test,04/29/19,94,1236
Twitter Ads,Führerschein-Test,05/02/19,85,1008
Twitter Ads,Führerschein-Test,05/05/19,72,966
Twitter Ads,Führerschein-Test,05/08/19,90,1128
Twitter Ads,Führerschein-Test,05/11/19,71,889
Twitter Ads,Führerschein-Test,05/14/19,97,1382
Twitter Ads,Führerschein-Test,05/17/19,17,267
Twitter Ads,Führerschein-Test,07/12/19,76,615
Twitter Ads,Führerschein-Test,07/15/19,81,764
Twitter Ads,Führerschein-Test,07/18/19,143,1112
Twitter Ads,Führerschein-Test,07/21/19,125,1114
Twitter Ads,Führerschein-Test,07/24/19,161,1348
Twitter Ads,Führerschein-Test,07/27/19,127,1209
Twitter Ads,Führerschein-Test,07/30/19,127,1135
Twitter Ads,Führerschein-Test,08/02/19,130,1116
Twitter Ads,Führerschein-Test,08/05/19,139,1214
Twitter Ads,Führerschein-Test,08/08/19,153,1378
Twitter Ads,Führerschein-Test,08/11/19,132,977
Twitter Ads,Führerschein-Test,08/14/19,149,1237
Twitter Ads,Führerschein-Test,08/17/19,144,1135
Twitter Ads,Führerschein-Test,08/20/19,139,1239
Twitter Ads,Führerschein-Test,08/23/19,130,978
Twitter Ads,Führerschein-Test,08/26/19,154,1251
Twitter Ads,Führerschein-Test,08/29/19,149,1170
Twitter Ads,Führerschein-Test,09/01/19,153,1183
Twitter Ads,Führerschein-Test,09/04/19,113,1184
Twitter Ads,Führerschein-Test,09/07/19,103,822
Twitter Ads,Führerschein-Test,09/10/19,125,944
Twitter Ads,Führerschein-Test,09/13/19,208,1577
